Date,Period,AMZN,NFLX,,,,,,,,,,,Exponential Smoothening,Alpha 1,Ft1A,Ft1N,MAPE A 1,Avg MAPE A 1,MAPE N 1, Avg MAPE N 1,Alpha 2,Ft2A,Ft2N,MAPE A 2,Avg MAPE A 2,MAPE N 2, Avg MAPE N 2,Alpha 3,Ft3A,Ft3N,MAPE A 3,Avg MAPE A 3,MAPE N 3, Avg MAPE N 3,Alpha 4,Ft4A,Ft4N,MAPE A 4,Avg MAPE A 4,MAPE N 4, Avg MAPE N 4,,Adjusted Exponential Smoothening,,Beta 1,T1A,AftA,MAPE A,Avg MAPE A,T1N,AftN,MAPE N,Avg MAPE N,Beta 2,T2A,AftA,MAPE A,Avg MAPE A,T2N,AftN,MAPE N,Avg MAPE N,Beta 3,T3A,AftA,MAPE A,Avg MAPE A,T3N,AftN,MAPE N,Avg MAPE N,Beta 4,T4A,AftA,MAPE A,Avg MAPE A,T4N,AftN,MAPE N,Avg MAPE N
4/3/2020,65,95.32949829,361.7600098,,,,,,,,,,,,,96.081,365.262,0.008,,0.010,,,96.151,368.042,0.009,,0.017,,,96.035,368.857,0.007,,0.020,,,95.934,369.170,0.006,,0.020,,,,,,-0.027,96.008,0.007,,2.157,371.013,0.026,,,-0.209,95.827,0.005,,1.466,370.323,0.024,,,-0.297,95.738,0.004,,1.014,369.870,0.022,,,-0.303,95.732,0.004,,0.941,369.798,0.022,
4/6/2020,66,99.87950134,379.9599915,,,,,,,,,,,,,95.856,364.211,0.040,,0.041,,,95.782,365.215,0.041,,0.039,,,95.612,364.599,0.043,,0.040,,,95.481,363.613,0.044,,0.043,,,,,,-0.146,95.466,0.044,,0.232,364.831,0.040,,,-0.305,95.307,0.046,,-1.110,363.489,0.043,,,-0.373,95.239,0.046,,-2.149,362.449,0.046,,,-0.394,95.218,0.047,,-2.958,361.641,0.048,
4/7/2020,67,100.5800018,372.2799988,,,,,,,,,,,,,97.063,368.936,0.035,,0.009,,,97.626,371.850,0.029,,0.001,,,98.172,373.815,0.024,,0.004,,,98.780,375.873,0.018,,0.010,,,,,,0.666,98.838,0.017,,2.928,376.743,0.012,,,0.984,99.157,0.014,,3.537,377.353,0.014,,,1.387,99.560,0.010,,4.670,378.486,0.017,,,1.822,99.994,0.006,,6.173,379.989,0.021,
4/8/2020,68,102.1500015,371.1199951,,,,,,,,,,,,,98.118,369.939,0.039,,0.003,,,98.955,372.044,0.031,,0.002,,,99.617,372.894,0.025,,0.005,,,100.130,373.178,0.020,,0.006,,,,,,0.899,100.516,0.016,,1.773,374.667,0.010,,,1.191,100.808,0.013,,1.531,374.425,0.009,,,1.422,101.039,0.011,,1.315,374.210,0.008,,,1.539,101.156,0.010,,0.852,373.747,0.007,
4/9/2020,69,102.1380005,370.7200012,,,,,,,,,,,,,99.328,370.293,0.028,,0.001,,,100.393,371.628,0.017,,0.002,,,101.137,371.830,0.010,,0.003,,,101.645,371.635,0.005,,0.002,,,,,,1.086,102.222,0.001,,0.922,372.751,0.005,,,1.339,102.476,0.003,,0.363,372.193,0.004,,,1.481,102.617,0.005,,-0.113,371.717,0.003,,,1.525,102.661,0.005,,-0.585,371.244,0.001,
4/13/2020,70,108.4434967,396.7200012,,,,,,,,,,,,,100.171,370.421,0.076,,0.066,,,101.178,371.219,0.067,,0.064,,,101.738,371.164,0.062,,0.064,,,102.015,370.949,0.059,,0.065,,,,,,0.940,102.678,0.053,,0.445,371.609,0.063,,,1.007,102.744,0.053,,-0.100,371.064,0.065,,,0.953,102.690,0.053,,-0.444,370.719,0.066,,,0.832,102.569,0.054,,-0.646,370.518,0.066,
4/14/2020,71,114.1660004,413.5499878,,,,,,,,,,,,,102.653,378.311,0.101,,0.085,,,104.448,382.695,0.085,,0.075,,,105.761,386.498,0.074,,0.065,,,106.836,390.277,0.064,,0.056,,,,,,1.865,107.626,0.057,,4.912,391.410,0.054,,,2.364,108.126,0.053,,6.845,393.343,0.049,,,2.795,108.556,0.049,,9.022,395.520,0.044,,,3.226,108.987,0.045,,11.339,397.836,0.038,
4/15/2020,72,115.3840027,426.75,,,,,,,,,,,,,106.107,388.883,0.080,,0.089,,,108.821,396.580,0.057,,0.071,,,110.804,402.729,0.040,,0.056,,,112.334,407.732,0.026,,0.045,,,,,,2.818,113.623,0.015,,8.308,411.037,0.037,,,3.570,114.374,0.009,,11.069,413.798,0.030,,,4.144,114.948,0.004,,13.348,416.077,0.025,,,4.589,115.393,0.000,,15.008,417.737,0.021,
4/16/2020,73,120.4095001,439.1700134,,,,,,,,,,,,,108.890,400.243,0.096,,0.089,,,111.774,410.156,0.072,,0.066,,,113.552,417.142,0.057,,0.050,,,114.621,421.995,0.048,,0.039,,,,,,2.797,116.349,0.034,,10.139,427.281,0.027,,,3.200,116.752,0.030,,12.574,429.715,0.022,,,3.306,116.858,0.029,,13.987,431.128,0.018,,,3.208,116.760,0.030,,14.562,431.703,0.017,
4/17/2020,74,118.75,422.9599915,,,,,,,,,,,,,112.346,411.921,0.054,,0.026,,,115.660,423.212,0.026,,0.001,,,117.667,430.359,0.009,,0.017,,,118.962,434.876,0.002,,0.028,,,,,,3.192,120.859,0.018,,11.063,441.421,0.044,,,3.611,121.278,0.021,,12.863,443.222,0.048,,,3.791,121.458,0.023,,13.525,443.884,0.049,,,3.888,121.554,0.024,,13.553,443.912,0.050,
4/20/2020,75,119.6804962,437.4899902,,,,,,,,,,,,,114.267,415.233,0.045,,0.051,,,117.051,423.099,0.022,,0.033,,,118.317,425.919,0.011,,0.026,,,118.803,425.939,0.007,,0.026,,,,,,2.430,120.746,0.009,,6.412,432.332,0.012,,,2.279,120.595,0.008,,5.077,430.997,0.015,,,1.907,120.223,0.005,,2.746,428.666,0.020,,,1.460,119.776,0.001,,0.059,425.978,0.026,
4/21/2020,76,116.4059982,433.8299866,,,,,,,,,,,,,115.891,421.910,0.004,,0.027,,,118.234,429.575,0.016,,0.010,,,119.135,432.862,0.023,,0.002,,,119.461,434.602,0.026,,0.002,,,,,,1.946,121.081,0.040,,6.571,439.433,0.013,,,1.622,120.757,0.037,,5.916,438.778,0.011,,,1.254,120.389,0.034,,5.264,438.126,0.010,,,0.979,120.114,0.032,,5.221,438.083,0.010,
4/22/2020,77,118.1744995,421.4200134,,,,,,,,,,,,,116.046,425.486,0.018,,0.010,,,117.411,431.490,0.006,,0.024,,,117.498,433.443,0.006,,0.029,,,117.170,434.023,0.009,,0.030,,,,,,0.871,118.369,0.002,,4.774,438.217,0.040,,,0.155,117.653,0.004,,3.515,436.958,0.037,,,-0.481,117.017,0.010,,2.454,435.897,0.034,,,-0.983,116.514,0.014,,1.741,435.184,0.033,
4/23/2020,78,119.9725037,426.7000122,,,,,,,,,,,,,116.684,424.266,0.027,,0.006,,,117.755,426.958,0.018,,0.001,,,117.904,426.229,0.017,,0.001,,,117.923,424.571,0.017,,0.005,,,,,,0.732,118.635,0.011,,1.178,427.407,0.002,,,0.268,118.172,0.015,,-1.313,424.916,0.004,,,0.051,117.955,0.017,,-3.347,422.883,0.009,,,0.059,117.963,0.017,,-4.975,421.254,0.013,
4/24/2020,79,120.5110016,424.9899902,,,,,,,,,,,,,117.671,424.996,0.024,,0.000,,,118.753,426.842,0.015,,0.004,,,119.145,426.512,0.011,,0.004,,,119.460,426.168,0.009,,0.003,,,,,,0.885,120.030,0.004,,0.909,427.421,0.006,,,0.706,119.851,0.005,,-0.595,425.917,0.002,,,0.765,119.910,0.005,,-1.169,425.343,0.001,,,0.946,120.091,0.003,,-1.032,425.480,0.001,
4/27/2020,80,118.8000031,421.3800049,,,,,,,,,,,,,118.523,424.994,0.002,,0.009,,,119.544,426.009,0.006,,0.011,,,119.965,425.599,0.010,,0.010,,,120.248,425.284,0.012,,0.009,,,,,,0.865,120.830,0.017,,0.363,425.961,0.011,,,0.757,120.722,0.016,,-0.738,424.861,0.008,,,0.798,120.762,0.017,,-1.015,424.583,0.008,,,0.851,120.816,0.017,,-0.943,424.656,0.008,
4/28/2020,81,115.7040024,403.8299866,,,,,,,,,,,,,118.606,423.910,0.025,,0.050,,,119.209,423.926,0.030,,0.050,,,119.266,423.067,0.031,,0.048,,,119.162,422.356,0.030,,0.046,,,,,,0.396,119.662,0.034,,-0.506,422.562,0.046,,,0.102,119.368,0.032,,-1.545,421.523,0.044,,,-0.100,119.166,0.030,,-1.925,421.143,0.043,,,-0.311,118.955,0.028,,-2.134,420.933,0.042,
4/29/2020,82,118.635498,411.8900146,,,,,,,,,,,,,117.735,417.886,0.008,,0.015,,,117.632,414.883,0.008,,0.007,,,117.129,411.525,0.013,,0.001,,,116.569,408.462,0.017,,0.008,,,,,,-0.364,116.765,0.016,,-3.817,407.708,0.010,,,-0.906,116.223,0.020,,-6.044,405.481,0.016,,,-1.322,115.806,0.024,,-7.695,403.830,0.020,,,-1.681,115.448,0.027,,-9.190,402.335,0.023,
4/30/2020,83,123.6999969,419.8500061,,,,,,,,,,,,,118.005,416.087,0.046,,0.009,,,118.083,413.536,0.045,,0.015,,,118.033,411.744,0.046,,0.019,,,118.119,411.033,0.045,,0.021,,,,,,0.016,118.049,0.046,,-2.606,409.138,0.026,,,-0.091,117.942,0.047,,-3.226,408.518,0.027,,,0.014,118.046,0.046,,-2.947,408.797,0.026,,,0.258,118.291,0.044,,-2.133,409.611,0.024,
5/1/2020,84,114.302002,415.269989,,,,,,,,,,,,,119.714,417.216,0.047,,0.005,,,120.611,416.377,0.055,,0.003,,,121.433,416.608,0.062,,0.003,,,122.305,417.646,0.070,,0.006,,,,,,1.032,122.465,0.071,,-0.365,416.243,0.002,,,1.480,122.913,0.075,,0.415,417.022,0.004,,,2.046,123.479,0.080,,1.739,418.347,0.007,,,2.615,124.048,0.085,,3.114,419.722,0.011,
5/4/2020,85,115.7994995,428.1499939,,,,,,,,,,,,,118.090,416.632,0.020,,0.027,,,117.772,415.879,0.017,,0.029,,,117.154,415.805,0.012,,0.029,,,116.303,415.864,0.004,,0.029,,,,,,-0.561,116.593,0.007,,-0.496,415.309,0.030,,,-1.111,116.043,0.002,,-0.133,415.672,0.029,,,-1.749,115.405,0.003,,0.214,416.019,0.028,,,-2.555,114.599,0.010,,0.177,415.982,0.028,
5/5/2020,86,115.8899994,424.6799927,,,,,,,,,,,,,117.403,420.088,0.013,,0.011,,,116.884,421.401,0.009,,0.008,,,116.341,423.212,0.004,,0.003,,,115.925,425.078,0.000,,0.001,,,,,,-0.637,115.705,0.002,,1.875,425.087,0.001,,,-0.977,115.364,0.005,,3.260,426.472,0.004,,,-1.187,115.154,0.006,,4.530,427.742,0.007,,,-1.249,115.093,0.007,,5.599,428.811,0.010,
5/6/2020,87,117.5630035,434.2600098,,,,,,,,,,,,,116.949,421.465,0.005,,0.029,,,116.437,422.877,0.010,,0.026,,,116.071,424.093,0.013,,0.023,,,115.899,424.780,0.014,,0.022,,,,,,-0.527,115.543,0.017,,1.577,425.669,0.020,,,-0.659,115.411,0.018,,2.189,426.282,0.018,,,-0.637,115.433,0.018,,2.340,426.433,0.018,,,-0.515,115.555,0.017,,2.060,426.153,0.019,
5/7/2020,88,118.3805008,436.5299988,,,,,,,,,,,,,117.133,425.304,0.011,,0.026,,,116.944,427.999,0.012,,0.020,,,116.966,430.193,0.012,,0.015,,,117.147,431.890,0.010,,0.011,,,,,,-0.100,116.866,0.013,,2.934,433.127,0.008,,,0.040,117.006,0.012,,3.949,434.142,0.005,,,0.282,117.248,0.010,,4.596,434.789,0.004,,,0.543,117.509,0.007,,5.090,435.283,0.003,
5/8/2020,89,118.9804993,435.5499878,,,,,,,,,,,,,117.507,428.672,0.012,,0.016,,,117.590,431.838,0.012,,0.009,,,117.815,433.995,0.010,,0.004,,,118.072,435.370,0.008,,0.000,,,,,,0.184,117.999,0.008,,3.194,437.189,0.004,,,0.404,118.219,0.006,,3.883,437.878,0.005,,,0.622,118.437,0.005,,4.120,438.115,0.006,,,0.772,118.587,0.003,,4.124,438.119,0.006,
5/11/2020,90,120.4499969,440.519989,,,,,,,,,,,,,117.949,430.735,0.021,,0.022,,,118.216,433.508,0.019,,0.016,,,118.514,434.928,0.016,,0.013,,,118.753,435.505,0.014,,0.011,,,,,,0.339,118.853,0.013,,2.516,437.444,0.007,,,0.537,119.051,0.012,,2.555,437.484,0.007,,,0.669,119.183,0.011,,2.208,437.136,0.008,,,0.718,119.232,0.010,,1.731,436.659,0.009,
5/12/2020,91,117.8475037,431.8200073,,,,,,,,,,,,,118.700,433.671,0.007,,0.004,,,119.221,436.664,0.012,,0.011,,,119.676,438.283,0.016,,0.015,,,120.026,439.266,0.018,,0.017,,,,,,0.586,120.261,0.020,,2.768,441.051,0.021,,,0.818,120.494,0.022,,2.915,441.199,0.022,,,0.964,120.640,0.024,,2.896,441.179,0.022,,,1.051,120.726,0.024,,2.949,441.232,0.022,
5/13/2020,92,118.3960037,438.269989,,,,,,,,,,,,,118.444,433.115,0.000,,0.012,,,118.603,434.484,0.002,,0.009,,,118.579,434.405,0.002,,0.009,,,118.392,433.682,0.000,,0.010,,,,,,0.081,118.660,0.002,,0.774,435.179,0.007,,,-0.044,118.535,0.001,,-0.142,434.264,0.009,,,-0.272,118.306,0.001,,-1.168,433.237,0.011,,,-0.560,118.019,0.003,,-2.171,432.234,0.014,
5/14/2020,93,119.4424973,441.9500122,,,,,,,,,,,,,118.430,434.662,0.008,,0.016,,,118.510,436.188,0.008,,0.013,,,118.469,436.724,0.008,,0.012,,,118.395,437.123,0.009,,0.011,,,,,,0.024,118.493,0.008,,1.237,437.962,0.009,,,-0.073,118.396,0.009,,0.966,437.690,0.010,,,-0.175,118.294,0.010,,0.924,437.648,0.010,,,-0.222,118.247,0.010,,1.196,437.920,0.009,
5/15/2020,94,120.4889984,454.1900024,,,,,,,,,,,,,118.733,436.848,0.015,,0.038,,,118.930,438.781,0.013,,0.034,,,119.053,439.860,0.012,,0.032,,,119.181,440.743,0.011,,0.030,,,,,,0.192,119.245,0.010,,1.807,441.666,0.028,,,0.222,119.276,0.010,,1.942,441.802,0.027,,,0.281,119.334,0.010,,2.251,442.111,0.027,,,0.382,119.436,0.009,,2.651,442.510,0.026,
5/18/2020,95,121.3130035,452.5799866,,,,,,,,,,,,,119.260,442.051,0.017,,0.023,,,119.631,445.715,0.014,,0.015,,,119.915,448.458,0.012,,0.009,,,120.162,450.828,0.009,,0.004,,,,,,0.393,120.307,0.008,,3.844,452.302,0.001,,,0.510,120.425,0.007,,4.937,453.395,0.002,,,0.629,120.544,0.006,,6.059,454.517,0.004,,,0.742,120.656,0.005,,7.111,455.569,0.007,
5/19/2020,96,122.4664993,451.0400085,,,,,,,,,,,,,119.876,445.210,0.021,,0.013,,,120.388,448.804,0.017,,0.005,,,120.754,450.931,0.014,,0.000,,,121.025,452.142,0.012,,0.002,,,,,,0.527,121.280,0.010,,3.433,454.364,0.007,,,0.658,121.412,0.009,,3.829,454.760,0.008,,,0.755,121.509,0.008,,3.908,454.839,0.008,,,0.815,121.568,0.007,,3.633,454.564,0.008,
5/20/2020,97,124.8970032,447.6700134,,,,,,,,,,,,,120.653,446.959,0.034,,0.002,,,121.323,449.810,0.029,,0.005,,,121.781,450.996,0.025,,0.007,,,122.106,451.316,0.022,,0.008,,,,,,0.677,122.458,0.020,,2.423,453.419,0.013,,,0.824,122.606,0.018,,2.135,453.132,0.012,,,0.919,122.700,0.018,,1.602,452.599,0.011,,,0.974,122.756,0.017,,0.957,451.954,0.010,
5/21/2020,98,122.336998,436.25,,,,,,,,,,,,,121.926,447.172,0.003,,0.025,,,122.932,448.847,0.005,,0.029,,,123.651,449.001,0.011,,0.029,,,124.199,448.581,0.015,,0.028,,,,,,1.035,124.685,0.019,,1.097,450.098,0.032,,,1.295,124.945,0.021,,0.276,449.277,0.030,,,1.489,125.140,0.023,,-0.557,448.444,0.028,,,1.646,125.296,0.024,,-1.258,447.743,0.026,
5/22/2020,99,121.8440018,429.3200073,,,,,,,,,,,,,122.050,443.895,0.002,,0.034,,,122.664,443.178,0.007,,0.032,,,122.862,441.350,0.008,,0.028,,,122.803,439.333,0.008,,0.023,,,,,,0.488,123.350,0.012,,-1.527,439.823,0.024,,,0.357,123.220,0.011,,-3.291,438.059,0.020,,,0.123,122.985,0.009,,-4.813,436.537,0.017,,,-0.180,122.683,0.007,,-6.052,435.298,0.014,
5/26/2020,100,121.0930023,414.769989,,,,,,,,,,,,,121.988,439.523,0.007,,0.060,,,122.295,436.942,0.010,,0.053,,,122.251,434.132,0.010,,0.047,,,122.084,431.823,0.008,,0.041,,,,,,0.158,122.410,0.011,,-3.234,430.898,0.039,,,-0.078,122.173,0.009,,-5.058,429.074,0.034,,,-0.318,121.934,0.007,,-6.256,427.876,0.032,,,-0.503,121.748,0.005,,-6.927,427.205,0.030,
5/27/2020,101,120.5195007,419.8900146,,,,,,,,,,,,,121.719,432.097,0.010,,0.029,,,121.754,426.965,0.010,,0.017,,,121.556,422.515,0.009,,0.006,,,121.341,419.033,0.007,,0.002,,,,,,-0.098,121.459,0.008,,-5.749,416.766,0.007,,,-0.356,121.200,0.006,,-8.010,414.505,0.013,,,-0.544,121.012,0.004,,-9.473,413.042,0.016,,,-0.647,120.909,0.003,,-10.445,412.070,0.019,
5/28/2020,102,120.0550003,413.4400024,,,,,,,,,,,,,121.359,428.435,0.011,,0.036,,,121.199,423.781,0.010,,0.025,,,120.934,420.940,0.007,,0.018,,,120.725,419.676,0.006,,0.015,,,,,,-0.255,120.679,0.005,,-4.497,416.443,0.007,,,-0.476,120.459,0.003,,-5.114,415.826,0.006,,,-0.591,120.343,0.002,,-4.734,416.206,0.007,,,-0.628,120.306,0.002,,-3.792,417.148,0.009,
5/29/2020,103,122.1184998,419.730011,,,,,,,,,,,,,120.968,423.936,0.009,,0.010,,,120.684,419.128,0.012,,0.001,,,120.407,416.440,0.014,,0.008,,,120.222,414.999,0.016,,0.011,,,,,,-0.337,120.070,0.017,,-4.498,411.942,0.019,,,-0.499,119.908,0.018,,-4.838,411.602,0.019,,,-0.553,119.854,0.019,,-4.594,411.846,0.019,,,-0.553,119.854,0.019,,-4.323,412.117,0.018,
6/1/2020,104,123.552002,425.9200134,,,,,,,,,,,,,121.313,422.674,0.018,,0.008,,,121.329,419.399,0.018,,0.015,,,121.434,418.414,0.017,,0.018,,,121.644,418.547,0.015,,0.017,,,,,,0.072,121.506,0.017,,-2.556,415.858,0.024,,,0.188,121.621,0.016,,-1.772,416.642,0.022,,,0.395,121.829,0.014,,-0.653,417.761,0.019,,,0.632,122.066,0.012,,0.400,418.814,0.017,
6/2/2020,105,123.6204987,427.3099976,,,,,,,,,,,,,121.985,423.648,0.013,,0.009,,,122.330,422.333,0.010,,0.012,,,122.705,422.918,0.007,,0.010,,,123.075,424.077,0.004,,0.008,,,,,,0.432,123.137,0.004,,-0.438,422.479,0.011,,,0.675,123.380,0.002,,1.052,423.969,0.008,,,0.921,123.625,0.000,,2.441,425.359,0.005,,,1.111,123.816,0.002,,3.478,426.395,0.002,
6/3/2020,106,123.9199982,421.9700012,,,,,,,,,,,,,122.476,424.747,0.012,,0.007,,,122.911,424.573,0.008,,0.006,,,123.254,425.553,0.005,,0.008,,,123.484,426.502,0.004,,0.011,,,,,,0.467,123.721,0.002,,0.484,426.037,0.010,,,0.619,123.873,0.000,,1.764,427.317,0.013,,,0.698,123.952,0.000,,2.558,428.111,0.015,,,0.690,123.944,0.000,,2.846,428.399,0.015,
6/4/2020,107,123.0299988,414.3299866,,,,,,,,,,,,,122.909,423.914,0.001,,0.023,,,123.365,423.402,0.003,,0.022,,,123.654,423.403,0.005,,0.022,,,123.811,423.103,0.006,,0.021,,,,,,0.447,124.101,0.009,,-0.306,423.097,0.021,,,0.520,124.174,0.009,,0.003,423.406,0.022,,,0.519,124.173,0.009,,-0.267,423.136,0.021,,,0.472,124.126,0.009,,-0.901,422.502,0.020,
6/5/2020,108,124.1500015,419.6000061,,,,,,,,,,,,,122.945,421.039,0.010,,0.003,,,123.214,419.319,0.008,,0.001,,,123.279,417.959,0.007,,0.004,,,123.225,416.523,0.007,,0.007,,,,,,0.201,123.480,0.005,,-1.848,416.112,0.008,,,0.118,123.397,0.006,,-2.448,415.511,0.010,,,-0.017,123.262,0.007,,-3.373,414.586,0.012,,,-0.163,123.117,0.008,,-4.308,413.651,0.014,
6/8/2020,109,126.2030029,419.4899902,,,,,,,,,,,,,123.307,420.607,0.023,,0.003,,,123.635,419.446,0.020,,0.000,,,123.802,418.944,0.019,,0.001,,,123.919,418.831,0.018,,0.002,,,,,,0.297,124.099,0.017,,-0.998,417.946,0.004,,,0.300,124.102,0.017,,-0.903,418.040,0.003,,,0.307,124.108,0.017,,-0.759,418.185,0.003,,,0.351,124.153,0.016,,-0.339,418.605,0.002,
6/9/2020,110,130.0429993,434.0499878,,,,,,,,,,,,,124.176,420.272,0.045,,0.032,,,124.791,419.466,0.040,,0.034,,,125.243,419.271,0.037,,0.034,,,125.632,419.325,0.034,,0.034,,,,,,0.640,125.883,0.032,,-0.600,418.671,0.035,,,0.813,126.056,0.031,,-0.349,418.922,0.035,,,0.987,126.230,0.029,,-0.107,419.165,0.034,,,1.168,126.411,0.028,,0.161,419.433,0.034,
6/10/2020,111,132.3724976,434.480011,,,,,,,,,,,,,125.936,424.405,0.049,,0.023,,,127.154,426.029,0.039,,0.019,,,128.123,428.139,0.032,,0.015,,,128.940,430.369,0.026,,0.009,,,,,,1.312,129.435,0.022,,2.240,430.379,0.009,,,1.743,129.866,0.019,,3.798,431.937,0.006,,,2.123,130.246,0.016,,5.278,433.416,0.002,,,2.452,130.575,0.014,,6.691,434.829,0.001,
6/11/2020,112,127.8980026,425.5599976,,,,,,,,,,,,,127.867,427.428,0.000,,0.004,,,129.502,429.832,0.013,,0.010,,,130.673,431.943,0.022,,0.015,,,131.514,433.452,0.028,,0.019,,,,,,1.683,132.356,0.035,,2.709,434.653,0.021,,,2.106,132.779,0.038,,3.801,435.745,0.024,,,2.379,133.052,0.040,,4.394,436.337,0.025,,,2.525,133.198,0.041,,4.526,436.470,0.026,
6/12/2020,113,127.2509995,418.0700073,,,,,,,,,,,,,127.876,426.867,0.005,,0.021,,,128.780,427.909,0.012,,0.024,,,129.008,428.113,0.014,,0.024,,,128.802,427.533,0.012,,0.023,,,,,,0.679,129.687,0.019,,0.748,428.861,0.026,,,0.409,129.417,0.017,,0.367,428.480,0.025,,,-0.047,128.961,0.013,,-0.540,427.573,0.023,,,-0.617,128.391,0.009,,-1.741,426.372,0.020,
6/15/2020,114,128.6340027,425.5,,,,,,,,,,,,,127.689,424.228,0.007,,0.003,,,128.092,423.482,0.004,,0.005,,,127.954,422.087,0.005,,0.008,,,127.639,420.436,0.008,,0.012,,,,,,0.159,128.113,0.004,,-1.285,420.803,0.011,,,-0.249,127.705,0.007,,-2.510,419.578,0.014,,,-0.651,127.302,0.010,,-3.832,418.256,0.017,,,-0.945,127.009,0.013,,-4.955,417.133,0.020,
6/16/2020,115,130.763504,436.1300049,,,,,,,,,,,,,127.972,424.610,0.021,,0.026,,,128.336,424.390,0.019,,0.027,,,128.362,424.135,0.018,,0.028,,,128.385,424.234,0.018,,0.027,,,,,,0.234,128.596,0.017,,-0.285,423.850,0.028,,,0.047,128.408,0.018,,-0.459,423.676,0.029,,,-0.016,128.346,0.018,,-0.304,423.831,0.028,,,0.070,128.432,0.018,,0.297,424.432,0.027,
6/17/2020,116,132.048996,447.769989,,,,,,,,,,,,,128.810,428.066,0.025,,0.044,,,129.428,429.673,0.020,,0.040,,,129.803,431.332,0.017,,0.037,,,130.169,433.156,0.014,,0.033,,,,,,0.596,130.399,0.012,,1.960,433.292,0.032,,,0.674,130.477,0.012,,2.986,434.318,0.030,,,0.858,130.661,0.011,,4.197,435.529,0.027,,,1.098,130.901,0.009,,5.472,436.804,0.024,
6/18/2020,117,132.6990051,449.8699951,,,,,,,,,,,,,129.781,433.977,0.022,,0.035,,,130.608,437.817,0.016,,0.027,,,131.151,441.195,0.012,,0.019,,,131.579,444.116,0.008,,0.013,,,,,,0.821,131.972,0.005,,4.331,445.525,0.010,,,0.977,132.128,0.004,,6.081,447.275,0.006,,,1.152,132.302,0.003,,7.596,448.791,0.002,,,1.285,132.436,0.002,,8.765,449.960,0.000,
6/19/2020,118,133.7505035,453.7200012,,,,,,,,,,,,,130.657,438.745,0.023,,0.033,,,131.549,443.241,0.016,,0.023,,,132.080,446.400,0.012,,0.016,,,132.419,448.432,0.010,,0.012,,,,,,0.854,132.933,0.006,,4.593,450.993,0.006,,,0.956,133.035,0.005,,5.687,452.087,0.004,,,1.018,133.098,0.005,,6.162,452.562,0.003,,,1.018,133.098,0.005,,6.095,452.495,0.003,
6/22/2020,119,135.6909943,468.0400085,,,,,,,,,,,,,131.585,443.237,0.030,,0.053,,,132.540,447.956,0.023,,0.043,,,133.082,450.792,0.019,,0.037,,,133.418,452.398,0.017,,0.033,,,,,,0.898,133.981,0.013,,4.533,455.325,0.027,,,0.977,134.059,0.012,,5.104,455.896,0.026,,,1.009,134.091,0.012,,5.100,455.892,0.026,,,1.006,134.089,0.012,,4.818,455.610,0.027,
6/23/2020,120,138.2205048,466.2600098,,,,,,,,,,,,,132.817,450.678,0.039,,0.033,,,133.958,456.994,0.031,,0.020,,,134.647,461.141,0.026,,0.011,,,135.123,464.129,0.022,,0.005,,,,,,1.098,135.746,0.018,,6.278,467.418,0.002,,,1.242,135.889,0.017,,7.464,468.605,0.005,,,1.343,135.990,0.016,,8.249,469.390,0.007,,,1.426,136.073,0.016,,8.966,470.107,0.008,
6/24/2020,121,136.7200012,457.8500061,,,,,,,,,,,,,134.438,455.353,0.017,,0.005,,,135.876,461.164,0.006,,0.007,,,136.791,464.212,0.001,,0.014,,,137.446,465.727,0.005,,0.017,,,,,,1.412,138.203,0.011,,5.316,469.528,0.026,,,1.648,138.439,0.013,,5.488,469.700,0.026,,,1.823,138.615,0.014,,5.143,469.355,0.025,,,1.964,138.756,0.015,,4.545,468.757,0.024,
6/25/2020,122,137.7290039,465.9100037,,,,,,,,,,,,,135.122,456.102,0.019,,0.021,,,136.256,459.673,0.011,,0.013,,,136.749,460.395,0.007,,0.012,,,136.902,459.819,0.006,,0.013,,,,,,0.976,137.724,0.000,,2.576,462.971,0.006,,,0.887,137.635,0.001,,1.300,461.695,0.009,,,0.704,137.452,0.002,,-0.233,460.162,0.012,,,0.459,137.208,0.004,,-1.727,458.668,0.016,
6/26/2020,123,134.6434937,443.3999939,,,,,,,,,,,,,135.904,459.044,0.009,,0.035,,,136.919,462.479,0.017,,0.043,,,137.337,463.704,0.020,,0.046,,,137.522,464.387,0.021,,0.047,,,,,,0.859,138.196,0.026,,2.796,466.500,0.052,,,0.753,138.089,0.026,,2.204,465.908,0.051,,,0.634,137.971,0.025,,1.892,465.596,0.050,,,0.556,137.893,0.024,,2.050,465.754,0.050,
6/29/2020,124,134.0189972,447.2399902,,,,,,,,,,,,,135.526,454.351,0.011,,0.016,,,135.895,453.894,0.014,,0.015,,,135.721,451.522,0.013,,0.010,,,135.363,448.647,0.010,,0.003,,,,,,0.117,135.838,0.014,,-1.698,449.824,0.006,,,-0.313,135.408,0.010,,-4.270,447.252,0.000,,,-0.716,135.005,0.007,,-6.553,444.969,0.005,,,-1.073,134.648,0.005,,-8.624,442.897,0.010,
6/30/2020,125,137.9409943,455.0400085,,,,,,,,,,,,,135.074,452.218,0.021,,0.006,,,135.051,450.900,0.021,,0.009,,,134.700,448.953,0.023,,0.013,,,134.355,447.592,0.026,,0.016,,,,,,-0.225,134.475,0.025,,-1.959,446.994,0.018,,,-0.632,134.068,0.028,,-3.504,445.448,0.021,,,-0.899,133.801,0.030,,-4.162,444.790,0.023,,,-1.034,133.666,0.031,,-4.083,444.870,0.022,
